ACK_ID,Employer Identification Number (EIN),Name of plan,Administrator's telephone number,Date of Signature of plan administrator,Name of individual signing as plan administrator,Business Code,Industry,Plan year ending date,Plan sponsor's care of Name,Plan sponsor's DFE/DBA name,Date of plan sponsor signed,Name of individual signing as plan sponsor,Company Name,Plan Sponsor's mailing address 1,Plan Sponsor's mailing address 2,Plan Sponsor's mailing city or town,Plan Sponsor's mailing state or province,Plan Sponsor's mailing ZIP or postal code,County,Sponsor's telephone number,"Total number of active participants, BOY","Total number of active participants, EOY",Total of active/retired/separated/deceased of participants entl. to benefits ,"Number of DC plan participants with account balances, EOY","Total assets, BOY","Total assets, EOY",Total benefit payments,Adminexp,Total expenses,Total fidelity bond,Amount of Contributions Received or receivable in cash from Employers,Amount of Contributions Received or receivable in cash from Others (including rollovers),Amount of Contributions Received or receivable in cash from Participants,"Participant loans, EOY",Total Corrective distributions,Total Certain deemed distributions of participant loans,Applicable welfare feature codes from the List of Plan Characteristics Codes,Applicable pension feature codes from the List of Plan Characteristics Codes,planscore,Not 404(c) Compliant,No QDIA,No automatic enrollment,Insufficient fidelity bond,No 401(k) Provision,Failed to transmit payment on time,Corrective distribution was made,No 404(c) with participant directed accts,Loss from fraud or dishonesty,ParticswithBal,ActPartics,AvgPartContrib,AvgEmpContrib,AvgBalance,plantype,ProvName1,ProvRelation1,ProvFees1,ProvPosition1,ProvName2,ProvRelation2,ProvFees2,ProvPosition2,ProvName3,ProvRelation3,ProvFees3,ProvPosition3,ProvName4,ProvRelation4,ProvFees4,ProvPosition4,ProvName5,ProvRelation5,ProvFees5,ProvPosition5,ProvName6,ProvRelation6,ProvFees6,ProvPosition6,ProvName7,ProvRelation7,ProvFees7,ProvPosition7,ProvName8,ProvRelation8,ProvFees8,ProvPosition8,ProvName9,ProvRelation9,ProvFees9,ProvPosition9,ProvName10,ProvRelation10,ProvFees10,ProvPosition10,ProvName11,ProvRelation11,ProvFees11,ProvPosition11,ProvName12,ProvRelation12,ProvFees12,ProvPosition12,ProvName13,ProvRelation13,ProvFees13,ProvPosition13,ProvName14,ProvRelation14,ProvFees14,ProvPosition14
20251009135917NAL0011609856001,203387670,BROADCOM U.S. 401(K) PLAN,,20251009,KATHY THATCHER,334410,Semiconductor and Other Electronic Component Manufacturing,20241231,,,,KATHY THATCHER,AVAGO TECHNOLOGIES U.S. INC.,1320 RIDDER PARK DRIVE,,SAN JOSE,CA,95131,Santa Clara County,(408) 433-8000,"10,747","17,216","37,073","36,751"," $7,746,387,614.00 "," $13,057,884,319.00 "," $1,481,836,514.00 "," $2,833,589.00 "," $1,485,584,785.00 "," $10,000,000.00 "," $217,148,078.00 "," $84,549,910.00 "," $499,474,521.00 "," $37,236,185.00 "," $114,604.00 "," $800,078.00 ",,2E2F2G2J2K2R2S2T,87,,,,,,,Y,,,36751,17216," $29,012.23 "," $12,613.16 "," $355,306.91 ",DC,FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,"576,977",Participant loan processing,STRATEGIC ADVISORS Incorporated,ADVISOR,"253,661",Investment advisory (plan),MOSS ADAMS,CONSULTANT,"31,500",Accounting (including auditing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251010175027NAL0008070449001,941156365,STANFORD CONTRIBUTORY RETIREMENT PLAN,(650) 723-2639,20251010,GINA ARGUS,611000,Educational Services,20241231,,,,GINA ARGUS,THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY,"505 BROADWAY, 5TH FLOOR",,REDWOOD CITY,CA,94063,San Mateo County,(650) 736-2985,"22,753","24,225","43,741","41,492"," $11,039,978,863.00 "," $12,568,126,014.00 "," $604,297,149.00 "," $1,541,857.00 "," $605,839,006.00 "," $15,000,000.00 "," $266,523,250.00 ",," $382,231,602.00 "," $35,628,107.00 ",,,,2F2G2L2M2R2T3H,75,,,Y,,,,,,,41492,24225," $15,778.39 "," $11,001.99 "," $302,904.81 ",DC,FIDELITY INSTITUTIONAL OPERATIONS C,NONE,"838,893",Participant loan processing,STRATEGIC ADVISORS Incorporated,NONE,"719,560",Investment advisory (plan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251107143812NAL0000828579001,942728480,"THE PERMANENTE MEDICAL GROUP, INC. SALARY DEFERRAL PLAN",,20251107,JOANNE ARNEAL,621112,"Offices of Physicians, Mental Health Specialists",20241231,MD BENEFITS,,,JOANNE ARNEAL,"THE PERMANENTE MEDICAL GROUP, INC.","5820 OWENS DRIVE, BUILDING E",FLOOR 2,PLEASANTON,CA,94588,Alameda County,(925) 737-4699,"21,688","21,762","30,066","28,964"," $8,506,485,787.00 "," $9,882,460,618.00 "," $434,192,145.00 "," $1,653,230.00 "," $436,130,573.00 "," $5,000,000.00 ",," $54,969,118.00 "," $454,728,799.00 "," $31,448,159.00 "," $267,212.00 "," $17,986.00 ",,2G2F2E2J2R2S2T,83,,,,,,,Y,,,28964,21762," $20,895.54 ",," $341,198.03 ",DC,FINANCIAL ENGINES,INVESTMENT ADVISOR,"1,944,246",Investment advisory (plan),BRINKER CAPITAL Investment LLC,ADVISOR,"249,756",Investment advisory (participants),FISHER INVESTMENTS,ADVISOR,"73,201",Investment advisory (participants),GEMMER ASSET MANAGEMENT,ADVISOR,"66,498",Investment advisory (participants),CAPTIAL ADVANTAGE,ADVISOR,"65,305",Investment advisory (participants),FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,"52,029",Participant loan processing,1919 INVESTMENT COUNSEL LLC,ADVISOR,"34,684",Investment advisory (participants),FRONTIER ASSET Management,ADVISOR,"32,747",Investment advisory (participants),PROTECTION POINT ADVISORS,ADVISOR,"15,370",Investment advisory (participants),CAMBRIDGE INVESTMENT ADVISORS Incorporated,ADVISOR,"10,650",Investment advisory (participants),CREATIVE PLANNING,ADVISOR,"8,293",Investment advisory (participants),WEALTH ENHANCEMENT advisor SERVICES LLC,ADVISOR,"6,745",Investment advisory (participants),,,,,,,,
20251010194901NAL0004477923001,953685934,QUALCOMM INCORPORATED EMPLOYEE SAVINGS AND RETIREMENT PLAN,,20251010,MELISSA REAL,517000,Telecommunications,20241231,,,,MELISSA REAL,QUALCOMM INCORPORATED,5775 MOREHOUSE DRIVE,,SAN DIEGO,CA,92121,San Diego County,(858) 651-1322,"13,777","13,500","23,062","22,540"," $8,145,500,629.00 "," $9,656,720,286.00 "," $588,413,384.00 "," $425,489.00 "," $589,117,856.00 "," $50,000,000.00 "," $74,802,187.00 "," $24,940,569.00 "," $346,822,111.00 "," $28,817,685.00 "," $67,446.00 "," $211,537.00 ",,2F2G2J2K2T2E2R,83,,,Y,,,Y,Y,,,22540,13500," $25,690.53 "," $5,540.90 "," $428,425.94 ",DC,FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,"443,307",Participant loan processing,CALLAN LLC,INVESTMENT ADVISOR,"198,909",Investment advisory (plan),DLA PIPER LLP,LEGAL,"73,841",Legal,MOSS ADAMS LLP,ACCOUNTANT/AUDITOR,"60,900",Accounting (including auditing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251014102713NAL0001233059001,592452823,ADP TOTALSOURCE RETIREMENT SAVINGS PLAN,,20251014,PRAKRITI BHATIA,541214,Payroll Services,20241231,,,,PRAKRITI BHATIA,"ADP TOTALSOURCE GROUP, INC.",10200 SUNSET DR,,MIAMI,FL,33173,Miami-Dade County,(305) 630-1000,"310,261","299,514","335,802","175,122"," $8,025,816,173.00 "," $9,190,044,852.00 "," $1,085,054,726.00 "," $25,675,615.00 "," $1,110,730,341.00 "," $50,000,000.00 "," $379,649,180.00 "," $174,668,137.00 "," $988,178,320.00 "," $121,482,690.00 ",,,,2A2E2F2G2J2K2R2S2T2V3B,27,,,,,,Y,,,,175122,299514," $3,299.27 "," $1,267.55 "," $52,477.96 ",DC,VOYA INSTITUTIONAL PLAN SERVICES,RECORDKEEPER,"13,590,452","Recordkeeping and information management (computing, tabulating, data processing, etc.)",ADP TOTALSOURCE,ADMINISTRATOR,"6,941,248",Plan Administrator,VOYA RETIREMENT ADVISORS LLC,INVESTMENT ADVISOR,"4,388,386",Investment advisory (participants),NFP RETIREMENT,INVESTMENT ADVISOR,"253,225",Investment advisory (plan),ADVANCED Technology PLACEMENT LLC,OTHER SERVICES,"248,000",Other fees ,PROSKAUER ROSE LLP,LEGAL,"135,673",Legal,CROWE LLP,AUDITOR,"106,605",Accounting (including auditing),LEXISNEXIS,OTHER SERVICES,"5,400",Other fees ,,,,,,,,,,,,,,,,,,,,,,,,
20250922114057NAL0005580112001,943320693,SALESFORCE 401(K) PLAN,,20250922,SUNDEEP REDDY,518210,"Data Processing, Hosting, and Related Services",20241231,,,,SUNDEEP REDDY,"SALESFORCE, INC.",415 MISSION STREET,3RD FLOOR,SAN FRANCISCO,CA,94105,San Francisco County,(415) 901-7000,"36,689","36,537","54,081","53,667"," $7,317,484,047.00 "," $9,072,471,661.00 "," $606,637,802.00 "," $1,513,574.00 "," $608,613,232.00 "," $10,000,000.00 "," $188,852,116.00 "," $147,610,414.00 "," $758,243,439.00 "," $54,304,826.00 "," $277,128.00 "," $184,728.00 ",,2F2E2G2J2K2T3H3D2R,78,,,Y,,,,Y,,,53667,36537," $20,752.76 "," $5,168.79 "," $169,051.22 ",DC,STRATEGIC ADVISORS Incorporated,ADVISOR,"1,028,275",Investment advisory (plan),FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,"651,338",Participant loan processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251014153723NAL0006621026001,481304650,TRINET 401(K) PLAN,,20251014,CATHERINE WRAGG,541214,Payroll Services,20241231,,,,CATHERINE WRAGG,"TRINET HR III, INC.","ONE PARK PLACE, SUITE 600",,DUBLIN,CA,94568,Alameda County,(888) 874-6388,"220,583","209,337","238,170","20,530"," $7,029,692,551.00 "," $8,710,441,603.00 "," $991,487,010.00 "," $12,686,526.00 "," $1,019,525,418.00 "," $10,000,000.00 "," $385,511,552.00 "," $330,815,458.00 "," $1,167,772,408.00 "," $79,104,902.00 "," $10,268,776.00 "," $5,083,106.00 ",,2A2E2F2G2J2K2R2T3B3D3H,31,,,Y,,,Y,Y,,,20530,209337," $5,578.43 "," $1,841.58 "," $424,278.72 ",DC,EMPOWER ANNUITY INS COMPANY,RECORDKEEPER,"9,483,901",Recordkeeping fees,EMPOWER advisor GROUP LLC,INVESTMENT MANAGER,"3,088,475",Investment management,FIDUCIENT ADVISORS,INVESTMENT ADVISOR,"59,538",Investment advisory (plan),CBIZ CPAS P C,AUDITOR,"36,500",Accounting (including auditing),MC DERMONT WILL AND EMERY LLP,OTHER SERVICES,"18,113",Other fees ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251009122116NAL0011444720001,060646973,YALE UNIVERSITY RETIREMENT ACCOUNT PLAN,,20251009,JOHN WHELAN,611000,Educational Services,20241231,CONTROLLER'S OFFICE,,20251009,JOHN WHELAN,YALE UNIVERSITY,PO BOX 208372,,NEW HAVEN,CT,06520,New Haven County,(203) 432-9026,"13,197","13,709","25,753","25,378"," $7,406,887,292.00 "," $8,343,162,149.00 "," $321,861,223.00 "," $2,262,486.00 "," $324,505,389.00 "," $10,000,000.00 "," $183,100,005.00 "," $55,899,732.00 "," $167,840,185.00 "," $22,863,260.00 ",," $381,680.00 ",,2F2G2L2M2R2S2T,65,,,,,,Y,,,,25378,13709," $12,243.07 "," $13,356.19 "," $328,755.72 ",DC,TIAA,NONE,"763,583","Recordkeeping and information management (computing, tabulating, data processing, etc.)",AON INVESTMENTS USA Incorporated,NONE,"716,932",Investment management,KREITLER FINANCIAL LLC,NONE,"476,149",Investment management,ASSETMARK Incorporated,NONE,"93,464",Investment management,TIDEWATER WEALTH MANAGEMENT,NONE,"58,230",Investment management,FLEXIBLE PLAN INVESTMENTS LTD,NONE,"48,197",Investment management,GRANT THORNTON LLP,NONE,"29,675",Accounting (including auditing),COMMONWEALTH FINANCIAL NETWORK(H/O),NONE,"27,276",Investment management,,,,,,,,,,,,,,,,,,,,,,,,
20251014180006NAL0007082690001,942728480,"THE PERMANENTE CONTRIBUTION PLAN OF THE PERMANENTE MEDICAL GROUP, INC.",,20251014,JOANNE ARNEAL,621112,"Offices of Physicians, Mental Health Specialists",20241231,MD BENEFITS,,,JOANNE ARNEAL,"THE PERMANENTE MEDICAL GROUP, INC.","5820 OWENS DRIVE, BUILDING E",FLOOR 2,PLEASANTON,CA,94588,Alameda County,(925) 737-4699,"18,550","18,881","25,845","25,702"," $6,965,801,295.00 "," $7,903,445,624.00 "," $296,810,544.00 "," $3,522,461.00 "," $300,333,005.00 "," $5,000,000.00 "," $302,375,362.00 ",,," $15,705,877.00 ",,,,2C2F2G2R2T,66,,,,,,,,,,25702,18881,," $16,014.80 "," $307,503.13 ",DC,FINANCIAL ENGINES,INVESTMENT ADVISOR,"1,605,062",Investment advisory (plan),TELUS HEALTH,ADMINISTRATOR,"133,185",Plan Administrator,FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,"-83,855",Participant loan processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251013161515NAL0000820659001,951750445,SCPMG KEOGH PLAN,,20251013,JACKIE COOPERSTEIN,621111,Offices of Physicians (except Mental Health Specialists),20241231,,,20251013,KATHLEEN POMEROY,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,393 E. WALNUT STREET 3RD FLOOR,,PASADENA,CA,91188,Los Angeles County,(626) 405-2654,"10,749","11,088","12,335","8,803"," $6,822,267,649.00 "," $7,873,239,427.00 "," $313,503,671.00 "," $5,768,474.00 "," $320,617,780.00 "," $85,000,000.00 ",," $1,682,932.00 "," $291,191,919.00 ",," $1,345,635.00 ",,,2E2F2G2R2T3B3F,76,,,,,Y,,Y,,,8803,11088," $26,261.90 ",," $894,381.44 ",DC,FINANCIAL ENGINES Incorporated,NONE,"2,226,523",Investment management,EWG ELEVATE Incorporated,NONE,"771,509",Investment advisory (participants),FINANCIAL ENGINES ADVISORS LLC,NONE,"237,307",Investment advisory (participants),SIGNATURE ESTATE & INVESTMENT,NONE,"187,699",Investment advisory (participants),STRATOS WEALTH PARTNERS LTD,NONE,"185,329",Investment advisory (participants),LMCG INVESTMENTS LLC,NONE,"139,352",Investment advisory (participants),GREAT GABLE ADVISORS LLC,NONE,"137,340",Investment advisory (participants),FISHER INVESTMENTS,NONE,"134,895",Investment advisory (participants),CREATIVE PLANNING LLC,NONE,"133,132",Investment advisory (participants),CHARLES SCHWAB & CO INC,NONE,"114,430",Securities brokerage,ENVESTNET ASSET MANAGEMENT Incorporated,NONE,"111,358",Investment advisory (participants),AVANTAX advisor SERVICES Incorporated,NONE,"110,682",Investment advisory (participants),CLIFTONLARSONALLEN,NONE,"88,580",Investment advisory (participants),EP WEALTH ADVISORS LLC,NONE,"68,551",Investment advisory (participants)
20251009163950NAL0007320609001,953540776,AMGEN RETIREMENT AND SAVINGS PLAN,,20251009,LINDSAY MEYER,325410,Pharmaceutical and Medicine Manufacturing,20241231,,,,LINDSAY MEYER,AMGEN INC.,ONE AMGEN CENTER DRIVE,MS 21-2-A,THOUSAND OAKS,CA,913200000,Ventura County,(805) 447-1000,"12,355","14,965","22,645","22,574"," $6,901,422,500.00 "," $7,722,176,696.00 "," $536,251,834.00 "," $9,761,225.00 "," $545,985,439.00 "," $2,000,000.00 "," $268,014,992.00 "," $116,347,764.00 "," $237,183,261.00 "," $35,185,439.00 ",," $(27,620.00)",,2E2F2G2J2K2R2S2T3H2O,60,,,,,,,,,,22574,14965," $15,849.20 "," $17,909.46 "," $342,082.78 ",DC,MERRILL LYNCH PIERCE FENNER & SMITH,NONE,"5,341,609","Recordkeeping and information management (computing, tabulating, data processing, etc.)",SUSTAINABLE GROWTH ADVISERS LP,NONE,"976,987",Investment management,ARROWMARK PARTNERS,NONE,"953,956",Investment management,NORTHERN TRUST COMPANY,NONE,"937,363",Trustee (directed),PZENA INVESTMENT MANAGEMENT,NONE,"829,909",Investment management,ARISTOTLE CAPITAL BOSTON,NONE,"572,377",Investment management,SANDS CAPITAL MANAGEMENT LLC,NONE,"314,382",Investment management,WELLINGTON TRUST COMPANY,NONE,"105,705",Investment management,NORTHERN TRUST INVESTMENTS Incorporated,NONE,"11,812",Investment management,,,,,,,,,,,,,,,,,,,,
20250918135045NAL0001406529001,942788907,SUTTER HEALTH 403(B) SAVINGS PLAN,,20250918,REBECCA SHIPLEY,622000,Hospitals,20241231,,,,REBECCA SHIPLEY,SUTTER HEALTH,2200 RIVER PLAZA DRIVE,,SACRAMENTO,CA,95833,Sacramento County,(888) 888-6044,"54,954","59,303","78,643","74,276"," $6,533,806,707.00 "," $7,632,419,022.00 "," $477,490,604.00 "," $1,844,270.00 "," $482,821,143.00 "," $10,000,000.00 "," $38,741,008.00 "," $62,395,297.00 "," $579,817,629.00 "," $118,098,084.00 "," $382,249.00 "," $3,104,020.00 ",,2G2M2R2S2T3H2F,49,,,,,,,Y,,,74276,59303," $9,777.21 ", $653.27 ," $102,757.54 ",DC,FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,"1,844,270",Participant loan processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250321005622NAL0005520851001,860206507,CAPITAL RETIREMENT SAVINGS PLAN,(959) 975-3820,,,525990,Other Financial Vehicles,20240630,,,,KATHLEEN KELLY,"CAPITAL GROUP COMPANIES, INC.",333 S HOPE STREET 53RD FLOOR,,LOS ANGELES,CA,90071,Los Angeles County,(959) 975-3820,"7,743","7,871","12,260","12,212"," $6,133,096,745.00 "," $7,067,430,633.00 "," $337,792,897.00 ", $ -    ," $339,228,934.00 "," $130,000,000.00 "," $189,888,602.00 "," $13,744,301.00 "," $81,977,071.00 "," $12,345,411.00 "," $1,436,037.00 ",,,2E2F2G2J2R2S2T,78,,,,,,Y,Y,,,12212,7871," $10,415.08 "," $24,125.09 "," $578,728.31 ",DC,ALIGHT SOLUTIONS LLC,SERVICE PROVIDER,"31,050","Recordkeeping and information management (computing, tabulating, data processing, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250616094329NAL0000394995001,351781118,RETIREMENT SAVINGS PLAN,(302) 485-3492,20250616,MARK DURKOVIC,325900,Other Chemical Product and Preparation Manufacturing,20241231,,,,MARK DURKOVIC,"CORTEVA AGRISCIENCE, LLC",974 CENTRE ROAD,"CHESTNUT RUN PLAZA, 735/4355-8",WILMINGTON,DE,19805,New Castle County,(302) 485-3492,"9,658","9,508","24,519","24,441"," $6,839,304,585.00 "," $7,020,466,008.00 "," $798,259,876.00 "," $1,085,176.00 "," $799,679,690.00 "," $1,000,000.00 "," $98,685,971.00 "," $6,905,015.00 "," $114,542,216.00 "," $22,854,241.00 ",," $334,638.00 ",,2E2F2G2J2K2O2R2S2T3F3H,66,,,,,,,,,,24441,9508," $12,046.93 "," $10,379.26 "," $287,241.38 ",DC,MERRILL LYNCH PIERCE FENNER&SMITH,NONE,"944,346","Recordkeeping and information management (computing, tabulating, data processing, etc.)",BALLARD SPAHR LLP,NONE,"50,742",Legal,ASSOCIATES INTERNATIONAL,NONE,"45,567",Participant communication,MERCER INVESTMENT MANAGEMENT,NONE,"35,000",Consulting (general),MERRILL LYNCH PIERCE FENNER&SMITH,NONE,"29,076",Investment management,FIDUCIARY COUNSELORS Incorporated,NONE,"8,000",Consulting (general),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250731122129NAL0010454386001,946174066,STANFORD HEALTH CARE RETIREMENT SAVINGS PLAN,,20250731,MARGARET WILSON,622000,Hospitals,20241231,,,20250731,DIANA JANIS,STANFORD HEALTH CARE,"300 PASTEUR DRIVE, MC 5513",,STANFORD,CA,943055513,Santa Clara County,(650) 498-5349,"24,152","25,626","39,275","38,126"," $5,761,504,142.00 "," $6,931,286,515.00 "," $334,198,342.00 "," $1,866,895.00 "," $336,065,237.00 "," $25,000,000.00 "," $309,088,036.00 "," $39,752,738.00 "," $328,991,711.00 "," $49,611,176.00 ",,,,2F2L2M2R2T2G3F3H,73,,,Y,,,,,,,38126,25626," $12,838.20 "," $12,061.50 "," $181,799.47 ",DC,FIDELITY INSTITUTIONAL OPERATIONS C,NONE,"1,710,838",Participant loan processing,MOSS ADAMS,NONE,"18,300",Accounting (including auditing),TIAA - TEACHERS INSURANCE AND ANNUI,NONE,"6,752",Direct payment from the plan,WILLIS TOWERS WATSON,NONE,"5,407",Consulting (general),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251013160555NAL0000812691002,951750445,THE 401(K) PLAN FOR PERMANENTE MEDICAL GROUPS,,20251013,JACKIE COOPERSTEIN,621111,Offices of Physicians (except Mental Health Specialists),20241231,,,20251013,KATHLEEN POMEROY,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,393 E. WALNUT STREET 3RD FLOOR,,PASADENA,CA,91188,Los Angeles County,(626) 405-2654,"18,392","18,579","23,286","22,192"," $5,627,793,074.00 "," $6,535,861,838.00 "," $284,398,951.00 "," $2,359,591.00 "," $287,757,827.00 "," $85,000,000.00 "," $19,579,650.00 "," $26,955,941.00 "," $338,139,861.00 "," $32,505,985.00 "," $838,657.00 "," $160,628.00 ",,2E2F2G2J2K2R2S2T3B3F2U,58,,,,,,,Y,,,22192,18579," $18,200.11 "," $1,053.86 "," $294,514.31 ",DC,FINANCIAL ENGINES Incorporated,NONE,"1,854,318",Investment management,SCHWAB RETIREMENT PLAN SERVICES Incorporated,NONE,"91,213","Recordkeeping and information management (computing, tabulating, data processing, etc.)",FINANCIAL ENGINES ADVISORS LLC,NONE,"29,209",Investment advisory (participants),EWG ELEVATE Incorporated,NONE,"27,545",Investment advisory (participants),AT INVESTMENT ADVISERS Incorporated,NONE,"26,858",Investment advisory (participants),DESTINATION WEALTH MANAGEMENT,NONE,"25,818",Investment advisory (participants),MOSS ADAMS LLP,NONE,"21,203",Accounting (including auditing),ANGELES INVESTMENT ADVISORS LL,NONE,"21,071",Investment management,ONE CAPITAL MANAGEMENT LLC,NONE,"16,654",Investment advisory (participants),FIRST NATIONAL ADVISORS LLC,NONE,"13,834",Investment advisory (participants),SEYFARTH SHAW LLP,NONE,"13,622",Legal,CAPITAL INSIGHT PARTNERS LLC,NONE,"13,620",Investment advisory (participants),JPMorgan PRIVATE WEALTH ADVISOR,NONE,"13,115",Investment advisory (participants),MORNINGSTAR INVESTMENT SERVICE,NONE,"12,447",Investment advisory (participants)
20251010101149NAL0007491633001,591995548,DANAHER CORPORATION & SUBSIDIARIES SAVINGS PLAN,,20251010,"CONSTANCE BARBER, DANAHER CORP",335900,Other Electrical Equipment and Component Manufacturing,20241231,,,20251010,"CONSTANCE BARBER, DANAHER CORP",DANAHER CORPORATION,2200 PENNSYLVANIA AVE NW STE 800W,,WASHINGTON,DC,200371701,District of Columbia,(202) 828-0850,"23,090","23,252","37,514","36,465"," $5,808,883,656.00 "," $6,462,177,770.00 "," $669,089,299.00 "," $2,909,266.00 "," $672,190,410.00 "," $10,000,000.00 "," $166,646,643.00 "," $37,896,686.00 "," $253,525,547.00 "," $48,504,211.00 "," $82,016.00 "," $109,829.00 ",,2E2G2J2K2R2S2T3H,55,Y,,,,,Y,Y,Y,,36465,23252," $10,903.39 "," $7,166.98 "," $177,215.91 ",DC,STRATEGIC ADVISORS Incorporated,NONE,"1,177,316",Investment advisory (plan),FIDELITY Investment INSTITUTIONAL OP CO IN,NONE,"523,254",Participant loan processing,GROOM LAW GROUP,NONE,"256,245",Legal,RV KUHNS,NONE,"180,074",Investment advisory (plan),ADP,NONE,"58,834",Other services,NEWPORT GROUP Incorporated,NONE,"27,500",Investment management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251015132610NAL0002362355001,951240335,EDISON 401(K) SAVINGS PLAN,(626) 302-4140,20251015,SERGEY TRAKHTENBERG,221100,"Electric Power Generation, Transmission and Distribution",20241231,,,,SERGEY TRAKHTENBERG,SOUTHERN CALIFORNIA EDISON COMPANY,2244 WALNUT GROVE AVE.,PO BOX 800,ROSEMEAD,CA,917703714,Los Angeles County,(626) 302-4140,"14,119","13,749","16,852","16,740"," $5,733,990,899.00 "," $6,380,816,069.00 "," $597,030,859.00 "," $4,949,981.00 "," $601,944,557.00 "," $50,000,000.00 "," $136,000,663.00 "," $9,565,397.00 "," $196,758,995.00 "," $87,265,250.00 ",," $(36,283.00)",,2E2F2G2I2J2K2R2T3F3H,73,,,Y,,,,,,,16740,13749," $14,310.79 "," $9,891.68 "," $381,171.78 ",DC,EDELMAN FINANCIAL ENGINES LLC,INVESTMENT MANAGER,"2,155,903",Investment management,T ROWE PRICE ASSOCIATES Incorporated,INVESTMENT MANAGER,"832,565",Investment management,ALLIANCE BERNSTEIN,INVESTMENT ADVISOR,"499,236",Investment advisory (plan),STATE STREET BANK AND TRUST COMPANY,CUSTODY/TRUSTEE,"492,533",Custodial (securities),PIMCO,INVESTMENT MANAGER,"280,792",Investment management,MARATHON ASSET MANAGEMENT LIMITED,INVESTMENT MANAGER,"254,748","Trustee (bank, trust company, or similar financial institution)",CHARLES SCHWAB & CO INC,INVESTMENT MANAGER,"91,452",Securities brokerage,STATE STREET GLOBAL ADVISORS TRUST,INVESTMENT MANAGER,"72,172",Investment management fees paid directly by plan,,,,,,,,,,,,,,,,,,,,,,,,
20251013072056NAL0001448288001,952041006,HONDA 401(K) SAVINGS PLAN,,20251013,MIKE TALCOTT,336100,Motor Vehicle Manufacturing,20241231,,,,MIKE TALCOTT,"AMERICAN HONDA MOTOR COMPANY, INC.",1919 TORRANCE BLVD,,TORRANCE,CA,905012746,Los Angeles County,(614) 512-3125,"29,610","30,998","38,028","37,130"," $5,489,229,765.00 "," $6,302,557,410.00 "," $429,599,868.00 "," $2,785,335.00 "," $432,985,894.00 "," $20,000,000.00 "," $246,392,004.00 "," $16,313,210.00 "," $266,144,615.00 "," $66,651,057.00 "," $9,789.00 "," $590,902.00 ",,2F2G2J2K2S2T3F3H2U2R,56,,,,,,,Y,,,37130,30998," $8,585.86 "," $7,948.64 "," $169,742.98 ",DC,STRATEGIC ADVISORS Incorporated,ADVISOR,"1,533,322",Investment advisory (plan),FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,"995,530",Participant loan processing,AON INVESTMENTS USA Incorporated,CONSULTANT,"202,037",Investment advisory (plan),RSM US LLP,ACCOUNTANT/AUDITOR,"63,210",Accounting (including auditing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
